M,Dur,A_count,Count,oriMac,date,Moment
"7.28-176,223,193,193,47,17",14.32,2.0,4.0,"176,223,193,193,47,17",7.28,14.32
"7.28-184,119,101,29,72,107",12.68,1.0,2.0,"184,119,101,29,72,107",7.28,12.68
"7.28-184,55,101,29,72,75",12.8,1.0,6.0,"184,55,101,29,72,75",7.28,12.8
"7.28-112,58,81,118,159,91",13.63,1.0,5.0,"112,58,81,118,159,91",7.28,13.63
"7.28-196,152,84,41,196,143",11.27,2.0,2.0,"196,152,84,41,196,143",7.28,11.27
"7.28-60,134,209,83,214,231",14.48,1.0,2.0,"60,134,209,83,214,231",7.28,14.48
"7.28-24,242,44,233,231,91",10.65,1.0,2.0,"24,242,44,233,231,91",7.28,10.65
"7.28-208,151,254,41,36,70",10.53,1.0,2.0,"208,151,254,41,36,70",7.28,10.53
"7.28-172,115,82,76,44,89",11.45,1.0,2.0,"172,115,82,76,44,89",7.28,11.45
"7.28-4,207,140,11,192,186",11.83,3.0,5.0,"4,207,140,11,192,186",7.28,11.83
"7.28-64,200,31,163,246,99",13.02,1.0,3.0,"64,200,31,163,246,99",7.28,13.02
"7.28-32,50,55,210,96,61",13.83,3.0,5.0,"32,50,55,210,96,61",7.28,13.83
"7.28-48,74,54,133,29,213",12.1,3.0,4.0,"48,74,54,133,29,213",7.28,12.1
"7.28-64,140,29,142,167,149",13.93,1.0,2.0,"64,140,29,142,167,149",7.28,13.93
"7.28-140,52,1,175,121,255",9.18,2.0,6.0,"140,52,1,175,121,255",7.28,9.18
"7.28-60,165,129,197,27,11",9.5,2.0,2.0,"60,165,129,197,27,11",7.28,9.5
"7.28-116,3,24,100,145,167",12.58,2.0,2.0,"116,3,24,100,145,167",7.28,12.58
"7.28-148,53,197,58,225,171",11.7,2.0,2.0,"148,53,197,58,225,171",7.28,11.7
"7.28-252,124,2,134,99,96",14.6,4.0,39.0,"252,124,2,134,99,96",7.28,14.6
"7.28-148,53,197,58,225,169",11.38,2.0,4.0,"148,53,197,58,225,169",7.28,11.38
"7.28-112,74,38,133,29,213",13.32,2.0,3.0,"112,74,38,133,29,213",7.28,13.32
"7.28-240,103,40,199,90,171",12.1,1.0,12.0,"240,103,40,199,90,171",7.28,12.1
"7.28-252,107,240,93,142,53",11.83,1.0,2.0,"252,107,240,93,142,53",7.28,11.83
"7.28-60,165,129,193,27,9",9.48,2.0,2.0,"60,165,129,193,27,9",7.28,9.48
"7.28-60,165,129,209,27,11",9.52,2.0,2.0,"60,165,129,209,27,11",7.28,9.52
"7.28-64,140,31,117,95,237",9.4,2.0,4.0,"64,140,31,117,95,237",7.28,9.4
"7.28-32,18,51,210,96,61",12.48,2.0,6.0,"32,18,51,210,96,61",7.28,12.48
"7.28-72,70,193,78,219,217",13.25,2.0,22.0,"72,70,193,78,219,217",7.28,13.25
"7.28-20,209,158,143,180,21",12.7,6.0,10.0,"20,209,158,143,180,21",7.28,12.7
"7.28-32,50,49,210,96,61",12.6,2.0,4.0,"32,50,49,210,96,61",7.28,12.6
"7.28-88,102,186,101,140,148",12.67,2.0,5.0,"88,102,186,101,140,148",7.28,12.67
"7.28-32,51,51,210,96,61",12.55,1.0,3.0,"32,51,51,210,96,61",7.28,12.55
"7.28-112,50,81,118,159,27",10.93,1.0,4.0,"112,50,81,118,159,27",7.28,10.93
"7.28-64,216,31,163,246,107",13.08,1.0,2.0,"64,216,31,163,246,107",7.28,13.08
"7.28-32,50,51,82,96,61",14.08,2.0,7.0,"32,50,51,82,96,61",7.28,14.08
"7.28-20,94,73,93,76,199",12.7,2.0,4.0,"20,94,73,93,76,199",7.28,12.7
"7.28-32,50,51,208,96,61",12.95,1.0,4.0,"32,50,51,208,96,61",7.28,12.95
"7.28-252,107,112,89,142,53",13.23,2.0,6.0,"252,107,112,89,142,53",7.28,13.23
"7.28-164,125,159,157,152,106",12.2,2.0,3.0,"164,125,159,157,152,106",7.28,12.2
"7.28-252,107,244,89,142,53",11.2,2.0,3.0,"252,107,244,89,142,53",7.28,11.2
"7.28-112,71,233,36,21,7",12.95,1.0,4.0,"112,71,233,36,21,7",7.28,12.95
"7.28-20,86,105,93,76,199",12.73,1.0,2.0,"20,86,105,93,76,199",7.28,12.73
"7.28-252,107,240,89,140,53",12.25,3.0,4.0,"252,107,240,89,140,53",7.28,12.25
"7.28-112,58,81,118,151,27",9.68,2.0,2.0,"112,58,81,118,151,27",7.28,9.68
"7.28-216,50,20,254,96,65",14.62,4.0,8.0,"216,50,20,254,96,65",7.28,14.62
"7.28-252,75,240,89,142,53",13.6,3.0,6.0,"252,75,240,89,142,53",7.28,13.6
"7.28-164,125,159,25,152,106",12.8,2.0,4.0,"164,125,159,25,152,106",7.28,12.8
"7.28-80,71,233,44,21,7",12.63,1.0,2.0,"80,71,233,44,21,7",7.28,12.63
"7.28-32,50,51,210,100,61",12.83,2.0,2.0,"32,50,51,210,100,61",7.28,12.83
"7.28-204,1,42,183,42,73",9.92,1.0,2.0,"204,1,42,183,42,73",7.28,9.92
"7.28-252,99,240,89,142,53",13.05,2.0,5.0,"252,99,240,89,142,53",7.28,13.05
"7.28-184,55,101,29,72,123",10.67,2.0,2.0,"184,55,101,29,72,123",7.28,10.67
"7.28-164,125,159,153,152,122",11.72,4.0,7.0,"164,125,159,153,152,122",7.28,11.72
"7.28-4,207,140,11,128,58",13.53,2.0,3.0,"4,207,140,11,128,58",7.28,13.53
"7.28-112,58,81,119,159,27",12.33,2.0,3.0,"112,58,81,119,159,27",7.28,12.33
"7.28-48,161,250,41,151,13",11.67,2.0,3.0,"48,161,250,41,151,13",7.28,11.67
"7.28-56,55,101,29,72,107",11.05,1.0,2.0,"56,55,101,29,72,107",7.28,11.05
"7.28-204,129,42,183,34,73",12.02,2.0,2.0,"204,129,42,183,34,73",7.28,12.02
"7.28-112,58,81,118,157,27",12.42,1.0,3.0,"112,58,81,118,157,27",7.28,12.42
"7.28-220,240,148,185,104,48",14.32,1.0,2.0,"220,240,148,185,104,48",7.28,14.32
"7.28-32,40,62,78,233,160",14.95,2.0,3.0,"32,40,62,78,233,160",7.28,14.95
"7.28-48,69,150,180,16,101",13.52,1.0,3.0,"48,69,150,180,16,101",7.28,13.52
"7.28-132,65,103,219,221,212",10.42,2.0,2.0,"132,65,103,219,221,212",7.28,10.42
"7.28-4,65,103,218,221,212",13.23,2.0,2.0,"4,65,103,218,221,212",7.28,13.23
"7.28-164,125,31,153,152,106",13.55,2.0,4.0,"164,125,31,153,152,106",7.28,13.55
"7.28-48,50,51,210,96,61",13.37,2.0,5.0,"48,50,51,210,96,61",7.28,13.37
"7.28-184,55,101,29,88,107",14.28,1.0,3.0,"184,55,101,29,88,107",7.28,14.28
"7.28-184,55,101,21,72,107",13.13,1.0,2.0,"184,55,101,21,72,107",7.28,13.13
"7.28-172,220,109,205,125,41",10.5,1.0,2.0,"172,220,109,205,125,41",7.28,10.5
"7.28-160,92,102,108,72,204",12.35,1.0,2.0,"160,92,102,108,72,204",7.28,12.35
"7.28-168,190,59,116,160,10",10.25,1.0,2.0,"168,190,59,116,160,10",7.28,10.25
"7.28-108,72,204,105,183,1",10.85,2.0,2.0,"108,72,204,105,183,1",7.28,10.85
"7.28-112,26,81,118,159,27",12.43,2.0,4.0,"112,26,81,118,159,27",7.28,12.43
"7.28-48,74,38,133,21,213",13.88,3.0,3.0,"48,74,38,133,21,213",7.28,13.88
"7.28-176,112,58,81,118,159",12.32,1.0,4.0,"176,112,58,81,118,159",7.28,12.32
"7.28-140,52,1,207,247,75",10.13,2.0,2.0,"140,52,1,207,247,75",7.28,10.13
"7.28-252,107,208,89,142,53",12.5,2.0,6.0,"252,107,208,89,142,53",7.28,12.5
"7.28-36,50,51,210,96,61",13.55,2.0,3.0,"36,50,51,210,96,61",7.28,13.55
"7.28-20,94,105,93,77,199",14.9,2.0,4.0,"20,94,105,93,77,199",7.28,14.9
"7.28-24,250,121,183,224,101",13.83,1.0,2.0,"24,250,121,183,224,101",7.28,13.83
"7.28-184,190,231,156,25,150",13.45,1.0,2.0,"184,190,231,156,25,150",7.28,13.45
"7.28-20,94,105,93,92,199",12.6,2.0,3.0,"20,94,105,93,92,199",7.28,12.6
"7.28-128,167,171,167,25,32",13.52,1.0,2.0,"128,167,171,167,25,32",7.28,13.52
"7.28-204,145,42,183,42,73",13.62,2.0,4.0,"204,145,42,183,42,73",7.28,13.62
"7.28-20,94,121,93,76,199",14.52,1.0,2.0,"20,94,121,93,76,199",7.28,14.52
"7.28-8,250,89,183,224,101",11.82,1.0,2.0,"8,250,89,183,224,101",7.28,11.82
"7.28-204,129,58,183,42,73",11.98,2.0,3.0,"204,129,58,183,42,73",7.28,11.98
"7.28-164,125,159,153,152,74",14.33,3.0,9.0,"164,125,159,153,152,74",7.28,14.33
"7.28-44,233,231,91,179,1",12.45,1.0,3.0,"44,233,231,91,179,1",7.28,12.45
"7.28-160,8,250,121,183,224",13.8,1.0,3.0,"160,8,250,121,183,224",7.28,13.8
"7.28-240,89,142,53,166,218",11.13,1.0,2.0,"240,89,142,53,166,218",7.28,11.13
"7.28-180,125,159,153,152,106",11.85,2.0,4.0,"180,125,159,153,152,106",7.28,11.85
"7.28-168,44,255,238,86,45",12.03,2.0,2.0,"168,44,255,238,86,45",7.28,12.03
"7.28-224,205,171,204,155,163",10.78,1.0,2.0,"224,205,171,204,155,163",7.28,10.78
"7.28-164,124,179,123,208,149",12.73,1.0,3.0,"164,124,179,123,208,149",7.28,12.73
"7.28-200,31,163,246,107,158",10.78,1.0,2.0,"200,31,163,246,107,158",7.28,10.78
"7.28-136,129,185,29,58,219",11.9,2.0,2.0,"136,129,185,29,58,219",7.28,11.9
"7.28-48,148,53,197,58,193",12.32,1.0,2.0,"48,148,53,197,58,193",7.28,12.32
"7.28-188,115,82,76,172,89",11.68,2.0,3.0,"188,115,82,76,172,89",7.28,11.68
"7.28-112,71,233,12,21,7",13.42,1.0,2.0,"112,71,233,12,21,7",7.28,13.42
"7.28-48,148,53,197,50,225",11.97,1.0,2.0,"48,148,53,197,50,225",7.28,11.97
"7.28-44,255,238,84,45,209",14.02,2.0,2.0,"44,255,238,84,45,209",7.28,14.02
"7.28-20,198,227,176,109,177",14.17,2.0,2.0,"20,198,227,176,109,177",7.28,14.17
"7.28-164,8,250,121,183,224",11.27,1.0,3.0,"164,8,250,121,183,224",7.28,11.27
"7.28-252,118,199,5,52,162",14.35,1.0,2.0,"252,118,199,5,52,162",7.28,14.35
"7.28-208,151,254,41,4,198",14.22,2.0,2.0,"208,151,254,41,4,198",7.28,14.22
"7.28-48,148,21,197,58,225",14.3,2.0,10.0,"48,148,21,197,58,225",7.28,14.3
"7.28-156,84,3,24,100,145",14.9,2.0,4.0,"156,84,3,24,100,145",7.28,14.9
"7.28-224,23,191,185,108,92",12.55,1.0,2.0,"224,23,191,185,108,92",7.28,12.55
"7.28-20,94,105,93,76,197",14.35,2.0,3.0,"20,94,105,93,76,197",7.28,14.35
"7.28-48,149,53,197,58,225",14.13,2.0,6.0,"48,149,53,197,58,225",7.28,14.13
"7.28-164,125,159,153,153,106",14.13,1.0,3.0,"164,125,159,153,153,106",7.28,14.13
"7.28-164,125,159,153,144,106",13.53,2.0,6.0,"164,125,159,153,144,106",7.28,13.53
"7.28-140,11,128,186,167,51",10.95,2.0,2.0,"140,11,128,186,167,51",7.28,10.95
"7.28-168,48,161,250,41,151",11.73,2.0,3.0,"168,48,161,250,41,151",7.28,11.73
"7.28-240,89,142,53,168,1",13.18,1.0,4.0,"240,89,142,53,168,1",7.28,13.18
"7.28-184,55,101,29,76,107",11.35,1.0,2.0,"184,55,101,29,76,107",7.28,11.35
"7.28-160,254,224,205,171,204",11.0,1.0,2.0,"160,254,224,205,171,204",7.28,11.0
"7.28-224,205,171,204,155,179",12.2,1.0,2.0,"224,205,171,204,155,179",7.28,12.2
"7.28-148,53,197,58,225,159",11.53,2.0,3.0,"148,53,197,58,225,159",7.28,11.53
"7.28-20,94,105,85,76,199",11.77,1.0,2.0,"20,94,105,85,76,199",7.28,11.77
"7.28-176,118,229,160,225,193",11.4,2.0,2.0,"176,118,229,160,225,193",7.28,11.4
"7.28-100,167,164,125,159,153",10.98,1.0,2.0,"100,167,164,125,159,153",7.28,10.98
"7.28-108,72,204,105,179,1",14.07,2.0,4.0,"108,72,204,105,179,1",7.28,14.07
"7.28-148,195,95,15,4,30",11.27,1.0,2.0,"148,195,95,15,4,30",7.28,11.27
"7.28-164,86,159,174,104,143",13.5,2.0,7.0,"164,86,159,174,104,143",7.28,13.5
"7.28-224,205,171,204,155,166",11.98,1.0,2.0,"224,205,171,204,155,166",7.28,11.98
"7.28-108,72,204,105,177,1",14.08,2.0,4.0,"108,72,204,105,177,1",7.28,14.08
"7.28-224,205,171,204,155,169",14.52,2.0,3.0,"224,205,171,204,155,169",7.28,14.52
"7.28-148,53,197,58,225,172",12.43,2.0,3.0,"148,53,197,58,225,172",7.28,12.43
"7.28-68,207,140,11,128,186",13.52,2.0,3.0,"68,207,140,11,128,186",7.28,13.52
"7.28-76,2,32,111,67,59",13.78,1.0,2.0,"76,2,32,111,67,59",7.28,13.78
"7.28-4,223,140,11,128,186",13.23,2.0,3.0,"4,223,140,11,128,186",7.28,13.23
"7.28-8,250,121,151,224,101",14.4,1.0,2.0,"8,250,121,151,224,101",7.28,14.4
"7.28-64,140,31,134,167,149",13.9,1.0,4.0,"64,140,31,134,167,149",7.28,13.9
"7.28-48,148,53,197,62,225",14.52,2.0,2.0,"48,148,53,197,62,225",7.28,14.52
"7.28-76,2,33,111,66,59",13.83,3.0,3.0,"76,2,33,111,66,59",7.28,13.83
"7.28-124,179,127,208,149,129",12.58,1.0,2.0,"124,179,127,208,149,129",7.28,12.58
"7.28-20,94,105,93,68,199",14.68,2.0,5.0,"20,94,105,93,68,199",7.28,14.68
"7.28-164,125,157,153,152,106",15.07,2.0,2.0,"164,125,157,153,152,106",7.28,15.07
"7.28-20,65,81,251,67,183",12.12,2.0,2.0,"20,65,81,251,67,183",7.28,12.12
"7.28-36,255,238,86,45,209",11.87,1.0,2.0,"36,255,238,86,45,209",7.28,11.87
"7.28-112,58,81,118,223,27",13.05,1.0,5.0,"112,58,81,118,223,27",7.28,13.05
"7.28-20,94,109,93,76,199",13.65,1.0,3.0,"20,94,109,93,76,199",7.28,13.65
"7.28-176,252,107,240,89,142",13.47,1.0,2.0,"176,252,107,240,89,142",7.28,13.47
"7.28-240,89,142,53,165,1",11.4,1.0,2.0,"240,89,142,53,165,1",7.28,11.4
"7.28-164,160,157,193,211,143",11.6,2.0,2.0,"164,160,157,193,211,143",7.28,11.6
"7.28-184,55,101,29,72,99",13.77,1.0,2.0,"184,55,101,29,72,99",7.28,13.77
"7.28-140,31,142,167,149,166",14.57,2.0,2.0,"140,31,142,167,149,166",7.28,14.57
"7.28-148,53,197,58,225,160",12.63,2.0,3.0,"148,53,197,58,225,160",7.28,12.63
"7.28-164,80,143,76,102,201",14.52,1.0,3.0,"164,80,143,76,102,201",7.28,14.52
"7.28-116,58,81,118,159,27",12.97,1.0,2.0,"116,58,81,118,159,27",7.28,12.97
"7.28-140,31,142,167,149,178",11.82,1.0,2.0,"140,31,142,167,149,178",7.28,11.82
"7.28-80,143,76,102,201,17",12.92,2.0,3.0,"80,143,76,102,201,17",7.28,12.92
"7.28-80,143,76,103,201,25",12.25,1.0,2.0,"80,143,76,103,201,25",7.28,12.25
"7.28-64,204,31,142,167,149",14.02,2.0,3.0,"64,204,31,142,167,149",7.28,14.02
"7.28-16,148,53,197,58,225",12.13,2.0,3.0,"16,148,53,197,58,225",7.28,12.13
"7.28-52,148,53,197,58,225",14.7,2.0,3.0,"52,148,53,197,58,225",7.28,14.7
"7.28-8,122,121,194,19,245",14.85,1.0,4.0,"8,122,121,194,19,245",7.28,14.85
"7.28-64,140,31,142,167,213",12.65,2.0,2.0,"64,140,31,142,167,213",7.28,12.65
"7.28-168,172,115,82,76,172",14.68,2.0,2.0,"168,172,115,82,76,172",7.28,14.68
"7.28-44,21,7,163,172,115",13.1,1.0,2.0,"44,21,7,163,172,115",7.28,13.1
"7.28-36,17,69,161,18,93",12.57,2.0,4.0,"36,17,69,161,18,93",7.28,12.57
"7.28-164,8,250,121,194,19",13.78,1.0,2.0,"164,8,250,121,194,19",7.28,13.78
"7.28-96,61,160,208,151,254",11.78,1.0,2.0,"96,61,160,208,151,254",7.28,11.78
"7.28-64,156,31,142,167,149",15.23,1.0,5.0,"64,156,31,142,167,149",7.28,15.23
"7.28-80,143,76,102,201,89",12.97,2.0,7.0,"80,143,76,102,201,89",7.28,12.97
"7.28-44,255,254,86,45,209",14.07,2.0,2.0,"44,255,254,86,45,209",7.28,14.07
"7.28-244,107,240,89,142,53",13.38,3.0,3.0,"244,107,240,89,142,53",7.28,13.38
"7.28-180,48,161,250,41,151",14.4,1.0,2.0,"180,48,161,250,41,151",7.28,14.4
"7.28-44,233,231,91,178,1",13.83,1.0,2.0,"44,233,231,91,178,1",7.28,13.83
"7.28-184,55,101,29,64,107",14.1,2.0,3.0,"184,55,101,29,64,107",7.28,14.1
"7.28-80,143,76,102,217,25",14.58,2.0,4.0,"80,143,76,102,217,25",7.28,14.58
"7.28-48,225,250,41,151,15",14.07,3.0,4.0,"48,225,250,41,151,15",7.28,14.07
"7.28-208,151,255,40,222,169",14.02,2.0,3.0,"208,151,255,40,222,169",7.28,14.02
"7.28-208,151,254,9,36,198",14.02,1.0,2.0,"208,151,254,9,36,198",7.28,14.02
"7.28-176,55,101,29,72,107",13.88,1.0,3.0,"176,55,101,29,72,107",7.28,13.88
"7.28-32,50,115,210,96,61",14.95,1.0,3.0,"32,50,115,210,96,61",7.28,14.95
"7.28-184,55,101,93,72,107",12.68,1.0,2.0,"184,55,101,93,72,107",7.28,12.68
"7.28-16,246,5,189,13,101",14.63,2.0,2.0,"16,246,5,189,13,101",7.28,14.63
"7.28-248,45,124,72,119,16",14.63,2.0,2.0,"248,45,124,72,119,16",7.28,14.63
"7.28-48,148,53,197,58,241",14.82,1.0,3.0,"48,148,53,197,58,241",7.28,14.82
"7.28-36,17,69,33,50,93",12.77,2.0,3.0,"36,17,69,33,50,93",7.28,12.77
"7.28-80,141,76,102,201,25",14.63,2.0,2.0,"80,141,76,102,201,25",7.28,14.63
"7.28-80,143,76,118,201,25",13.55,1.0,3.0,"80,143,76,118,201,25",7.28,13.55
"7.28-208,151,254,41,36,199",14.92,1.0,3.0,"208,151,254,41,36,199",7.28,14.92
"7.28-240,89,142,53,172,48",13.03,2.0,2.0,"240,89,142,53,172,48",7.28,13.03
"7.28-64,69,218,104,146,86",16.07,6.0,33.0,"64,69,218,104,146,86",7.28,16.07
"7.28-64,140,31,142,183,149",15.97,3.0,5.0,"64,140,31,142,183,149",7.28,15.97
"7.28-92,255,223,144,7,131",13.38,2.0,2.0,"92,255,223,144,7,131",7.28,13.38
"7.28-48,148,53,197,26,225",12.9,2.0,3.0,"48,148,53,197,26,225",7.28,12.9
"7.28-44,255,238,86,45,81",14.98,1.0,2.0,"44,255,238,86,45,81",7.28,14.98
"7.28-88,102,186,101,140,208",14.1,2.0,4.0,"88,102,186,101,140,208",7.28,14.1
"7.28-80,143,76,102,201,29",13.83,1.0,3.0,"80,143,76,102,201,29",7.28,13.83
"7.28-48,74,6,133,29,213",14.63,2.0,4.0,"48,74,6,133,29,213",7.28,14.63
"7.28-80,135,76,102,201,25",13.28,2.0,3.0,"80,135,76,102,201,25",7.28,13.28
"7.28-88,102,186,101,204,144",14.12,1.0,3.0,"88,102,186,101,204,144",7.28,14.12
"7.28-36,82,106,59,81,106",12.98,1.0,2.0,"36,82,106,59,81,106",7.28,12.98
"7.28-160,130,22,163,64,10",16.0,1.0,2.0,"160,130,22,163,64,10",7.28,16.0
"7.28-48,161,254,41,151,15",13.13,2.0,2.0,"48,161,254,41,151,15",7.28,13.13
"7.28-204,129,43,183,42,73",15.95,1.0,2.0,"204,129,43,183,42,73",7.28,15.95
"7.28-88,70,186,101,140,144",13.53,1.0,2.0,"88,70,186,101,140,144",7.28,13.53
"7.28-84,94,105,93,76,199",16.08,2.0,3.0,"84,94,105,93,76,199",7.28,16.08
"7.28-88,102,186,101,140,145",13.73,2.0,2.0,"88,102,186,101,140,145",7.28,13.73
"7.28-8,250,121,194,19,117",14.73,1.0,2.0,"8,250,121,194,19,117",7.28,14.73
"7.28-156,116,3,25,100,145",15.5,2.0,3.0,"156,116,3,25,100,145",7.28,15.5
"7.28-44,255,238,86,37,209",14.98,1.0,2.0,"44,255,238,86,37,209",7.28,14.98
"7.28-84,102,108,72,204,105",14.7,2.0,4.0,"84,102,108,72,204,105",7.28,14.7
"7.28-92,102,108,72,204,73",16.1,2.0,3.0,"92,102,108,72,204,73",7.28,16.1
"7.28-100,82,106,59,81,234",14.7,1.0,2.0,"100,82,106,59,81,234",7.28,14.7
"7.28-160,76,24,154,44,218",13.03,1.0,3.0,"160,76,24,154,44,218",7.28,13.03
"7.28-124,107,240,89,142,53",16.12,1.0,3.0,"124,107,240,89,142,53",7.28,16.12
"7.28-48,161,250,41,23,15",14.87,2.0,3.0,"48,161,250,41,23,15",7.28,14.87
"7.28-80,143,92,102,201,25",13.35,1.0,2.0,"80,143,92,102,201,25",7.28,13.35
"7.28-172,146,48,118,180,60",14.18,2.0,3.0,"172,146,48,118,180,60",7.28,14.18
"7.28-164,125,159,153,152,110",15.43,2.0,6.0,"164,125,159,153,152,110",7.28,15.43
"7.28-28,123,33,129,140,184",15.33,1.0,3.0,"28,123,33,129,140,184",7.28,15.33
"7.28-20,65,81,251,67,175",12.92,1.0,2.0,"20,65,81,251,67,175",7.28,12.92
"7.28-164,164,204,185,229,56",13.17,2.0,2.0,"164,164,204,185,229,56",7.28,13.17
"7.28-108,132,118,12,183,1",16.17,1.0,2.0,"108,132,118,12,183,1",7.28,16.17
"7.28-92,102,108,72,204,97",15.47,1.0,2.0,"92,102,108,72,204,97",7.28,15.47
"7.28-92,102,108,64,204,105",13.38,1.0,2.0,"92,102,108,64,204,105",7.28,13.38
"7.28-64,132,31,142,167,149",13.4,2.0,2.0,"64,132,31,142,167,149",7.28,13.4
"7.28-32,50,51,214,96,61",14.8,2.0,4.0,"32,50,51,214,96,61",7.28,14.8
"7.28-48,161,250,41,151,79",13.33,2.0,2.0,"48,161,250,41,151,79",7.28,13.33
"7.28-172,210,50,118,180,60",14.97,2.0,2.0,"172,210,50,118,180,60",7.28,14.97
"7.28-64,140,31,158,167,149",16.1,2.0,4.0,"64,140,31,158,167,149",7.28,16.1
"7.28-64,140,31,142,167,21",16.18,4.0,4.0,"64,140,31,142,167,21",7.28,16.18
"7.28-80,143,76,102,193,25",13.32,2.0,2.0,"80,143,76,102,193,25",7.28,13.32
"7.28-164,125,159,145,152,106",15.2,2.0,4.0,"164,125,159,145,152,106",7.28,15.2
"7.28-20,94,105,93,76,71",15.77,2.0,2.0,"20,94,105,93,76,71",7.28,15.77
"7.28-36,17,69,161,48,93",13.9,2.0,4.0,"36,17,69,161,48,93",7.28,13.9
"7.28-164,198,114,254,250,234",13.83,1.0,2.0,"164,198,114,254,250,234",7.28,13.83
"7.28-176,26,242,44,233,231",15.53,2.0,2.0,"176,26,242,44,233,231",7.28,15.53
"7.28-248,45,124,72,125,16",14.8,1.0,2.0,"248,45,124,72,125,16",7.28,14.8
"7.28-224,205,171,204,155,174",15.67,2.0,2.0,"224,205,171,204,155,174",7.28,15.67
"7.28-172,254,224,205,171,204",14.03,1.0,2.0,"172,254,224,205,171,204",7.28,14.03
"7.28-164,254,224,205,171,204",15.67,2.0,4.0,"164,254,224,205,171,204",7.28,15.67
"7.28-36,17,69,177,50,93",13.65,2.0,3.0,"36,17,69,177,50,93",7.28,13.65
"7.28-92,102,108,88,204,105",15.03,1.0,3.0,"92,102,108,88,204,105",7.28,15.03
"7.28-204,129,106,183,42,73",15.45,2.0,2.0,"204,129,106,183,42,73",7.28,15.45
"7.28-172,83,82,76,172,89",14.53,1.0,2.0,"172,83,82,76,172,89",7.28,14.53
"7.28-172,146,18,118,180,60",15.02,2.0,4.0,"172,146,18,118,180,60",7.28,15.02
"7.28-32,48,51,210,96,61",15.52,2.0,3.0,"32,48,51,210,96,61",7.28,15.52
"7.28-76,2,32,103,66,59",14.9,2.0,2.0,"76,2,32,103,66,59",7.28,14.9
"7.28-48,161,122,41,151,15",14.98,1.0,2.0,"48,161,122,41,151,15",7.28,14.98
"7.28-112,138,25,131,175,199",13.58,1.0,2.0,"112,138,25,131,175,199",7.28,13.58
"7.28-116,179,123,208,149,129",14.23,2.0,2.0,"116,179,123,208,149,129",7.28,14.23
"7.28-252,107,240,89,14,53",16.37,1.0,5.0,"252,107,240,89,14,53",7.28,16.37
"7.28-236,21,15,167,101,205",14.33,2.0,2.0,"236,21,15,167,101,205",7.28,14.33
"7.28-16,74,38,133,29,213",15.7,2.0,4.0,"16,74,38,133,29,213",7.28,15.7
"7.28-220,125,205,125,41,209",13.87,1.0,2.0,"220,125,205,125,41,209",7.28,13.87
"7.28-252,107,240,81,142,53",15.8,2.0,3.0,"252,107,240,81,142,53",7.28,15.8
"7.28-160,178,90,143,179,35",14.9,1.0,3.0,"160,178,90,143,179,35",7.28,14.9
"7.28-164,64,200,31,163,246",14.9,1.0,4.0,"164,64,200,31,163,246",7.28,14.9
"7.28-164,125,151,153,152,106",16.55,2.0,2.0,"164,125,151,153,152,106",7.28,16.55
"7.28-36,82,74,59,81,234",16.25,2.0,2.0,"36,82,74,59,81,234",7.28,16.25
"7.28-92,118,108,72,204,105",16.73,2.0,2.0,"92,118,108,72,204,105",7.28,16.73
"7.28-240,89,142,53,171,1",14.27,1.0,2.0,"240,89,142,53,171,1",7.28,14.27
"7.28-92,102,124,72,204,105",15.43,2.0,2.0,"92,102,124,72,204,105",7.28,15.43
"7.28-64,140,31,206,167,149",15.72,2.0,2.0,"64,140,31,206,167,149",7.28,15.72
"7.28-64,140,31,142,231,149",15.97,2.0,3.0,"64,140,31,142,231,149",7.28,15.97
"7.28-204,129,42,151,42,73",16.15,2.0,2.0,"204,129,42,151,42,73",7.28,16.15
"7.28-248,37,124,72,127,16",15.37,1.0,2.0,"248,37,124,72,127,16",7.28,15.37
"7.28-240,25,108,132,118,12",15.85,1.0,2.0,"240,25,108,132,118,12",7.28,15.85
"7.28-88,102,186,101,140,16",16.17,1.0,3.0,"88,102,186,101,140,16",7.28,16.17
"7.28-140,170,206,248,25,155",14.45,1.0,2.0,"140,170,206,248,25,155",7.28,14.45
"7.28-4,17,69,161,50,93",14.65,2.0,2.0,"4,17,69,161,50,93",7.28,14.65
"7.28-168,240,27,108,132,118",14.83,1.0,2.0,"168,240,27,108,132,118",7.28,14.83
"7.28-132,65,103,218,93,212",15.07,2.0,2.0,"132,65,103,218,93,212",7.28,15.07
"7.28-88,102,184,101,140,144",15.62,1.0,2.0,"88,102,184,101,140,144",7.28,15.62
"7.28-248,109,124,72,127,16",15.73,2.0,2.0,"248,109,124,72,127,16",7.28,15.73
"7.28-80,151,254,41,36,198",15.9,1.0,2.0,"80,151,254,41,36,198",7.28,15.9
"7.28-220,107,240,89,142,53",16.62,2.0,5.0,"220,107,240,89,142,53",7.28,16.62
"7.28-88,102,186,101,141,144",15.4,1.0,2.0,"88,102,186,101,141,144",7.28,15.4
"7.28-132,65,103,218,213,212",15.98,1.0,3.0,"132,65,103,218,213,212",7.28,15.98
"7.28-88,103,186,101,140,144",15.65,2.0,3.0,"88,103,186,101,140,144",7.28,15.65
"7.28-252,107,240,89,134,53",16.25,1.0,2.0,"252,107,240,89,134,53",7.28,16.25
"7.28-84,42,35,66,167,1",16.35,1.0,2.0,"84,42,35,66,167,1",7.28,16.35
